sortPosition,sortYear,precision,source,db,bookId,title,authorsField,matchedOn,rootCategory,categoryPath
1,-1312,0,canonical-work,v1,1,בראשית,,traditional date,תנ״ך,תנ״ך / תורה
2,-1312,0,canonical-work,v1,2,שמות,,traditional date,תנ״ך,תנ״ך / תורה
3,-1312,0,canonical-work,v1,3,ויקרא,,traditional date,תנ״ך,תנ״ך / תורה
4,-1312,0,canonical-work,v1,4,במדבר,,traditional date,תנ״ך,תנ״ך / תורה
5,-1312,0,canonical-work,v1,5,דברים,,traditional date,תנ״ך,תנ״ך / תורה
6,-1312,0,canonical-work,v1,29,איוב,,traditional date,תנ״ך,תנ״ך / כתובים
7,-1312,0,canonical-work,v2,1,בראשית,,traditional date,תנ״ך,תנ״ך / תורה
8,-1312,0,canonical-work,v2,2,שמות,,traditional date,תנ״ך,תנ״ך / תורה
9,-1312,0,canonical-work,v2,3,ויקרא,,traditional date,תנ״ך,תנ״ך / תורה
10,-1312,0,canonical-work,v2,4,במדבר,,traditional date,תנ״ך,תנ״ך / תורה
11,-1312,0,canonical-work,v2,5,דברים,,traditional date,תנ״ך,תנ״ך / תורה
12,-1312,0,canonical-work,v2,29,איוב,,traditional date,תנ״ך,תנ״ך / כתובים
13,-1245,0,canonical-work,v1,6,יהושע,,traditional date,תנ״ך,תנ״ך / נביאים
14,-1245,0,canonical-work,v2,6,יהושע,,traditional date,תנ״ך,תנ״ך / נביאים
15,-1000,0,canonical-work,v1,7,שופטים,,traditional date,תנ״ך,תנ״ך / נביאים
16,-1000,0,canonical-work,v2,7,שופטים,,traditional date,תנ״ך,תנ״ך / נביאים
17,-931,0,canonical-work,v1,8,שמואל א,,traditional date,תנ״ך,תנ״ך / נביאים
18,-931,0,canonical-work,v1,9,שמואל ב,,traditional date,תנ״ך,תנ״ך / נביאים
19,-931,0,canonical-work,v1,27,רות,,traditional date,תנ״ך,תנ״ך / כתובים
20,-931,0,canonical-work,v1,28,תהילים,,traditional date,תנ״ך,תנ״ך / כתובים
21,-931,0,canonical-work,v2,8,שמואל א,,traditional date,תנ״ך,תנ״ך / נביאים
22,-931,0,canonical-work,v2,9,שמואל ב,,traditional date,תנ״ך,תנ״ך / נביאים
23,-931,0,canonical-work,v2,27,רות,,traditional date,תנ״ך,תנ״ך / כתובים
24,-931,0,canonical-work,v2,28,תהילים,,traditional date,תנ״ך,תנ״ך / כתובים
25,-928,0,canonical-work,v1,30,משלי,,traditional date,תנ״ך,תנ״ך / כתובים
26,-928,0,canonical-work,v1,31,שיר השירים,,traditional date,תנ״ך,תנ״ך / כתובים
27,-928,0,canonical-work,v1,32,קהלת,,traditional date,תנ״ך,תנ״ך / כתובים
28,-928,0,canonical-work,v2,30,משלי,,traditional date,תנ״ך,תנ״ך / כתובים
29,-928,0,canonical-work,v2,31,שיר השירים,,traditional date,תנ״ך,תנ״ך / כתובים
30,-928,0,canonical-work,v2,32,קהלת,,traditional date,תנ״ך,תנ״ך / כתובים
31,-800,0,canonical-work,v1,16,יואל,,traditional date,תנ״ך,תנ״ך / נביאים
32,-800,0,canonical-work,v2,16,יואל,,traditional date,תנ״ך,תנ״ך / נביאים
33,-780,0,canonical-work,v1,19,יונה,,traditional date,תנ״ך,תנ״ך / נביאים
34,-780,0,canonical-work,v2,19,יונה,,traditional date,תנ״ך,תנ״ך / נביאים
35,-765,0,canonical-work,v1,17,עמוס,,traditional date,תנ״ך,תנ״ך / נביאים
36,-765,0,canonical-work,v2,17,עמוס,,traditional date,תנ״ך,תנ״ך / נביאים
37,-750,0,canonical-work,v1,15,הושע,,traditional date,תנ״ך,תנ״ך / נביאים
38,-750,0,canonical-work,v2,15,הושע,,traditional date,תנ״ך,תנ״ך / נביאים
39,-737,0,canonical-work,v1,20,מיכה,,traditional date,תנ״ך,תנ״ך / נביאים
40,-737,0,canonical-work,v2,20,מיכה,,traditional date,תנ״ך,תנ״ך / נביאים
41,-698,0,canonical-work,v1,12,ישעיהו,,traditional date,תנ״ך,תנ״ך / נביאים
42,-698,0,canonical-work,v2,12,ישעיהו,,traditional date,תנ״ך,תנ״ך / נביאים
43,-680,0,canonical-work,v1,21,נחום,,traditional date,תנ״ך,תנ״ך / נביאים
44,-680,0,canonical-work,v2,21,נחום,,traditional date,תנ״ך,תנ״ך / נביאים
45,-640,0,canonical-work,v1,22,חבקוק,,traditional date,תנ״ך,תנ״ך / נביאים
46,-640,0,canonical-work,v2,22,חבקוק,,traditional date,תנ״ך,תנ״ך / נביאים
47,-630,0,canonical-work,v1,23,צפניה,,traditional date,תנ״ך,תנ״ך / נביאים
48,-630,0,canonical-work,v2,23,צפניה,,traditional date,תנ״ך,תנ״ך / נביאים
49,-586,0,canonical-work,v1,13,ירמיהו,,traditional date,תנ״ך,תנ״ך / נביאים
50,-586,0,canonical-work,v1,18,עובדיה,,traditional date,תנ״ך,תנ״ך / נביאים
51,-586,0,canonical-work,v1,33,איכה,,traditional date,תנ״ך,תנ״ך / כתובים
52,-586,0,canonical-work,v2,13,ירמיהו,,traditional date,תנ״ך,תנ״ך / נביאים
53,-586,0,canonical-work,v2,18,עובדיה,,traditional date,תנ״ך,תנ״ך / נביאים
54,-586,0,canonical-work,v2,33,איכה,,traditional date,תנ״ך,תנ״ך / כתובים
55,-571,0,canonical-work,v1,14,יחזקאל,,traditional date,תנ״ך,תנ״ך / נביאים
56,-571,0,canonical-work,v2,14,יחזקאל,,traditional date,תנ״ך,תנ״ך / נביאים
57,-561,0,canonical-work,v1,10,מלכים א,,traditional date,תנ״ך,תנ״ך / נביאים
58,-561,0,canonical-work,v1,11,מלכים ב,,traditional date,תנ״ך,תנ״ך / נביאים
59,-561,0,canonical-work,v2,10,מלכים א,,traditional date,תנ״ך,תנ״ך / נביאים
60,-561,0,canonical-work,v2,11,מלכים ב,,traditional date,תנ״ך,תנ״ך / נביאים
61,-536,0,canonical-work,v1,35,דניאל,,traditional date,תנ״ך,תנ״ך / כתובים
62,-536,0,canonical-work,v2,35,דניאל,,traditional date,תנ״ך,תנ״ך / כתובים
63,-520,0,canonical-work,v1,24,חגי,,traditional date,תנ״ך,תנ״ך / נביאים
64,-520,0,canonical-work,v1,25,זכריה,,traditional date,תנ״ך,תנ״ך / נביאים
65,-520,0,canonical-work,v2,24,חגי,,traditional date,תנ״ך,תנ״ך / נביאים
66,-520,0,canonical-work,v2,25,זכריה,,traditional date,תנ״ך,תנ״ך / נביאים
67,-518,0,canonical-work,v1,26,מלאכי,,traditional date,תנ״ך,תנ״ך / נביאים
68,-518,0,canonical-work,v2,26,מלאכי,,traditional date,תנ״ך,תנ״ך / נביאים
69,-355,0,canonical-work,v1,34,אסתר,,traditional date,תנ״ך,תנ״ך / כתובים
70,-355,0,canonical-work,v2,34,אסתר,,traditional date,תנ״ך,תנ״ך / כתובים
71,-348,0,canonical-work,v1,36,עזרא,,traditional date,תנ״ך,תנ״ך / כתובים
72,-348,0,canonical-work,v1,37,נחמיה,,traditional date,תנ״ך,תנ״ך / כתובים
73,-348,0,canonical-work,v1,38,דברי הימים א,,traditional date,תנ״ך,תנ״ך / כתובים
74,-348,0,canonical-work,v1,39,דברי הימים ב,,traditional date,תנ״ך,תנ״ך / כתובים
75,-348,0,canonical-work,v2,36,עזרא,,traditional date,תנ״ך,תנ״ך / כתובים
76,-348,0,canonical-work,v2,37,נחמיה,,traditional date,תנ״ך,תנ״ך / כתובים
77,-348,0,canonical-work,v2,38,דברי הימים א,,traditional date,תנ״ך,תנ״ך / כתובים
78,-348,0,canonical-work,v2,39,דברי הימים ב,,traditional date,תנ״ך,תנ״ך / כתובים
79,-180,0,author-year,v1,2313,בן סירא,בן סירא,בן סירא,בית שני,בית שני / ספרים חיצונים
80,-180,0,author-year,v2,3134,בן סירא,בן סירא,בן סירא,בית שני,בית שני / ספרים חיצונים
81,-150,0,canonical-work,v1,2315,ספר יהודית,,traditional date,בית שני,בית שני / ספרים חיצונים
82,-150,0,canonical-work,v2,3131,ספר יהודית,,traditional date,בית שני,בית שני / ספרים חיצונים
83,-150,0,canonical-work,v2,7262,תוספות למגלת אסתר,,traditional date,בית שני,בית שני / ספרים חיצונים
84,-100,0,canonical-work,v1,2314,ספר שושנה,,traditional date,בית שני,בית שני / ספרים חיצונים
85,-100,0,canonical-work,v1,2316,ספר מקבים א (תרגום כהנא),,traditional date,בית שני,בית שני / ספרים חיצונים
86,-100,0,canonical-work,v1,2318,ספר מקבים א,,traditional date,בית שני,בית שני / ספרים חיצונים
87,-100,0,canonical-work,v2,3132,ספר מקבים א,,traditional date,בית שני,בית שני / ספרים חיצונים
88,-100,0,canonical-work,v2,3135,ספר מקבים א (תרגום כהנא),,traditional date,בית שני,בית שני / ספרים חיצונים
89,-100,0,canonical-work,v2,3136,ספר שושנה,,traditional date,בית שני,בית שני / ספרים חיצונים
90,-100,0,canonical-work,v2,7261,חכמת שלמה,,traditional date,בית שני,בית שני / ספרים חיצונים
91,-50,0,canonical-work,v1,283,מגילת תענית,,traditional date,בית שני,בית שני
92,-50,0,canonical-work,v2,283,מגילת תענית,,traditional date,בית שני,בית שני
93,50,0,canonical-work,v1,5301,תרגום יונתן על מלכים א,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
94,50,0,canonical-work,v1,5302,תרגום יונתן על חגי,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
95,50,0,canonical-work,v1,5303,תרגום יונתן על יואל,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
96,50,0,canonical-work,v1,5304,תרגום יונתן על שמואל א,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
97,50,0,canonical-work,v1,5305,תרגום יונתן על צפניה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
98,50,0,canonical-work,v1,5306,תרגום יונתן על נחום,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
99,50,0,canonical-work,v1,5307,תרגום יונתן על מיכה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
100,50,0,canonical-work,v1,5308,תרגום יונתן על זכריה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
101,50,0,canonical-work,v1,5309,תרגום יונתן על חבקוק,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
102,50,0,canonical-work,v1,5310,תרגום יונתן על מלכים ב,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
103,50,0,canonical-work,v1,5311,תרגום יונתן על יהושע,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
104,50,0,canonical-work,v1,5312,תרגום יונתן על הושע,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
105,50,0,canonical-work,v1,5313,תרגום יונתן על מלאכי,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
106,50,0,canonical-work,v1,5314,תרגום יונתן על יונה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
107,50,0,canonical-work,v1,5315,תרגום יונתן על שמואל ב,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
108,50,0,canonical-work,v1,5316,תרגום יונתן על עמוס,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
109,50,0,canonical-work,v1,5317,תרגום יונתן על שופטים,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
110,50,0,canonical-work,v1,5318,תרגום יונתן על עובדיה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
111,50,0,canonical-work,v1,5319,תרגום יונתן על ישעיהו,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
112,50,0,canonical-work,v1,5320,תרגום יונתן על יחזקאל,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
113,50,0,canonical-work,v1,5321,תרגום יונתן על ירמיהו,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
114,50,0,canonical-work,v2,3204,תרגום יונתן על זכריה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
115,50,0,canonical-work,v2,3205,תרגום יונתן על יהושע,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
116,50,0,canonical-work,v2,3206,תרגום יונתן על מלכים א,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
117,50,0,canonical-work,v2,3207,תרגום יונתן על שמואל א,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
118,50,0,canonical-work,v2,3208,תרגום יונתן על ישעיהו,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
119,50,0,canonical-work,v2,3209,תרגום יונתן על עובדיה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
120,50,0,canonical-work,v2,3210,תרגום יונתן על הושע,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
121,50,0,canonical-work,v2,3211,תרגום יונתן על יונה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
122,50,0,canonical-work,v2,3212,תרגום יונתן על מלאכי,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
123,50,0,canonical-work,v2,3213,תרגום יונתן על נחום,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
124,50,0,canonical-work,v2,3214,תרגום יונתן על יחזקאל,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
125,50,0,canonical-work,v2,3215,תרגום יונתן על עמוס,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
126,50,0,canonical-work,v2,3216,תרגום יונתן על חבקוק,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
127,50,0,canonical-work,v2,3217,תרגום יונתן על מיכה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
128,50,0,canonical-work,v2,3218,תרגום יונתן על ירמיהו,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
129,50,0,canonical-work,v2,3219,תרגום יונתן על חגי,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
130,50,0,canonical-work,v2,3220,תרגום יונתן על מלכים ב,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
131,50,0,canonical-work,v2,3221,תרגום יונתן על שמואל ב,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
132,50,0,canonical-work,v2,3222,תרגום יונתן על יואל,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
133,50,0,canonical-work,v2,3223,תרגום יונתן על שופטים,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
134,50,0,canonical-work,v2,3224,תרגום יונתן על צפניה,,traditional date,תנ״ך,תנ״ך / תרגומים / תרגום יונתן / נביאים
135,100,0,author-year,v1,2319,קדמוניות היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
136,100,0,author-year,v1,2320,מלחמת היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
137,100,0,author-year,v1,2321,קדמות היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
138,100,0,author-year,v2,3137,מלחמת היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
139,100,0,author-year,v2,3138,קדמות היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
140,100,0,author-year,v2,3139,קדמוניות היהודים,יוסף בן מתתיהו,יוסף בן מתתיהו,בית שני,בית שני / יוסף בן מתתיהו
141,100,0,author-year,v2,6078,חיי יוסף,יוסף בן מתתיהו,יוסף בן מתתיהו,ספרות עזר,ספרות עזר / תולדות / יוסף בן מתתיהו
142,120,0,author-year,v1,5281,תרגום אונקלוס על דברים,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
143,120,0,author-year,v1,5282,תרגום אונקלוס על ויקרא,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
144,120,0,author-year,v1,5283,תרגום אונקלוס על שמות,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
145,120,0,author-year,v1,5284,תרגום אונקלוס על במדבר,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
146,120,0,author-year,v1,5285,תרגום אונקלוס על בראשית,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
147,120,0,author-year,v2,3199,תרגום אונקלוס על שמות,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
148,120,0,author-year,v2,3200,תרגום אונקלוס על דברים,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
149,120,0,author-year,v2,3201,תרגום אונקלוס על בראשית,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
150,120,0,author-year,v2,3202,תרגום אונקלוס על במדבר,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
151,120,0,author-year,v2,3203,תרגום אונקלוס על ויקרא,אונקלוס,אונקלוס,תנ״ך,תנ״ך / תרגומים / תרגום אונקלוס / תורה
152,160,0,canonical-work,v1,271,סדר עולם רבה,,traditional date,מדרש,מדרש / אגדה / סדר עולם רבה
153,160,0,canonical-work,v2,271,סדר עולם רבה,,traditional date,מדרש,מדרש / אגדה / סדר עולם רבה
154,189,0,canonical-work,v1,40,משנה ברכות,,traditional date,משנה,משנה / סדר זרעים
155,189,0,canonical-work,v1,41,משנה פאה,,traditional date,משנה,משנה / סדר זרעים
156,189,0,canonical-work,v1,42,משנה דמאי,,traditional date,משנה,משנה / סדר זרעים
157,189,0,canonical-work,v1,43,משנה כלאים,,traditional date,משנה,משנה / סדר זרעים
158,189,0,canonical-work,v1,44,משנה שביעית,,traditional date,משנה,משנה / סדר זרעים
159,189,0,canonical-work,v1,45,משנה תרומות,,traditional date,משנה,משנה / סדר זרעים
160,189,0,canonical-work,v1,46,משנה מעשרות,,traditional date,משנה,משנה / סדר זרעים
161,189,0,canonical-work,v1,47,משנה מעשר שני,,traditional date,משנה,משנה / סדר זרעים
162,189,0,canonical-work,v1,48,משנה חלה,,traditional date,משנה,משנה / סדר זרעים
163,189,0,canonical-work,v1,49,משנה ערלה,,traditional date,משנה,משנה / סדר זרעים
164,189,0,canonical-work,v1,50,משנה ביכורים,,traditional date,משנה,משנה / סדר זרעים
165,189,0,canonical-work,v1,51,משנה שבת,,traditional date,משנה,משנה / סדר מועד
166,189,0,canonical-work,v1,52,משנה עירובין,,traditional date,משנה,משנה / סדר מועד
167,189,0,canonical-work,v1,53,משנה פסחים,,traditional date,משנה,משנה / סדר מועד
168,189,0,canonical-work,v1,54,משנה שקלים,,traditional date,משנה,משנה / סדר מועד
169,189,0,canonical-work,v1,55,משנה יומא,,traditional date,משנה,משנה / סדר מועד
170,189,0,canonical-work,v1,56,משנה סוכה,,traditional date,משנה,משנה / סדר מועד
171,189,0,canonical-work,v1,57,משנה ביצה,,traditional date,משנה,משנה / סדר מועד
172,189,0,canonical-work,v1,58,משנה ראש השנה,,traditional date,משנה,משנה / סדר מועד
173,189,0,canonical-work,v1,59,משנה תענית,,traditional date,משנה,משנה / סדר מועד
174,189,0,canonical-work,v1,60,משנה מגילה,,traditional date,משנה,משנה / סדר מועד
175,189,0,canonical-work,v1,61,משנה מועד קטן,,traditional date,משנה,משנה / סדר מועד
176,189,0,canonical-work,v1,62,משנה חגיגה,,traditional date,משנה,משנה / סדר מועד
177,189,0,canonical-work,v1,63,משנה יבמות,,traditional date,משנה,משנה / סדר נשים
178,189,0,canonical-work,v1,64,משנה כתובות,,traditional date,משנה,משנה / סדר נשים
179,189,0,canonical-work,v1,65,משנה נדרים,,traditional date,משנה,משנה / סדר נשים
180,189,0,canonical-work,v1,66,משנה נזיר,,traditional date,משנה,משנה / סדר נשים
181,189,0,canonical-work,v1,67,משנה סוטה,,traditional date,משנה,משנה / סדר נשים
182,189,0,canonical-work,v1,68,משנה גיטין,,traditional date,משנה,משנה / סדר נשים
183,189,0,canonical-work,v1,69,משנה קידושין,,traditional date,משנה,משנה / סדר נשים
184,189,0,canonical-work,v1,70,משנה בבא קמא,,traditional date,משנה,משנה / סדר נזיקין
185,189,0,canonical-work,v1,71,משנה בבא מציעא,,traditional date,משנה,משנה / סדר נזיקין
186,189,0,canonical-work,v1,72,משנה בבא בתרא,,traditional date,משנה,משנה / סדר נזיקין
187,189,0,canonical-work,v1,73,משנה סנהדרין,,traditional date,משנה,משנה / סדר נזיקין
188,189,0,canonical-work,v1,74,משנה מכות,,traditional date,משנה,משנה / סדר נזיקין
189,189,0,canonical-work,v1,75,משנה שבועות,,traditional date,משנה,משנה / סדר נזיקין
190,189,0,canonical-work,v1,76,משנה עדיות,,traditional date,משנה,משנה / סדר נזיקין
191,189,0,canonical-work,v1,77,משנה עבודה זרה,,traditional date,משנה,משנה / סדר נזיקין
192,189,0,canonical-work,v1,78,משנה אבות,,traditional date,משנה,משנה / סדר נזיקין
193,189,0,canonical-work,v1,79,משנה הוריות,,traditional date,משנה,משנה / סדר נזיקין
194,189,0,canonical-work,v1,80,משנה זבחים,,traditional date,משנה,משנה / סדר קדשים
195,189,0,canonical-work,v1,81,משנה מנחות,,traditional date,משנה,משנה / סדר קדשים
196,189,0,canonical-work,v1,82,משנה חולין,,traditional date,משנה,משנה / סדר קדשים
197,189,0,canonical-work,v1,83,משנה בכורות,,traditional date,משנה,משנה / סדר קדשים
198,189,0,canonical-work,v1,84,משנה ערכין,,traditional date,משנה,משנה / סדר קדשים
199,189,0,canonical-work,v1,85,משנה תמורה,,traditional date,משנה,משנה / סדר קדשים
200,189,0,canonical-work,v1,86,משנה כריתות,,traditional date,משנה,משנה / סדר קדשים
201,189,0,canonical-work,v1,87,משנה מעילה,,traditional date,משנה,משנה / סדר קדשים
202,189,0,canonical-work,v1,88,משנה תמיד,,traditional date,משנה,משנה / סדר קדשים
203,189,0,canonical-work,v1,89,משנה מדות,,traditional date,משנה,משנה / סדר קדשים
204,189,0,canonical-work,v1,90,משנה קינים,,traditional date,משנה,משנה / סדר קדשים
205,189,0,canonical-work,v1,91,משנה כלים,,traditional date,משנה,משנה / סדר טהרות
206,189,0,canonical-work,v1,92,משנה אהלות,,traditional date,משנה,משנה / סדר טהרות
207,189,0,canonical-work,v1,93,משנה נגעים,,traditional date,משנה,משנה / סדר טהרות
208,189,0,canonical-work,v1,94,משנה פרה,,traditional date,משנה,משנה / סדר טהרות
209,189,0,canonical-work,v1,95,משנה טהרות,,traditional date,משנה,משנה / סדר טהרות
210,189,0,canonical-work,v1,96,משנה מקואות,,traditional date,משנה,משנה / סדר טהרות
211,189,0,canonical-work,v1,97,משנה נדה,,traditional date,משנה,משנה / סדר טהרות
212,189,0,canonical-work,v1,98,משנה מכשירין,,traditional date,משנה,משנה / סדר טהרות
213,189,0,canonical-work,v1,99,משנה זבים,,traditional date,משנה,משנה / סדר טהרות
214,189,0,canonical-work,v1,100,משנה טבול יום,,traditional date,משנה,משנה / סדר טהרות
215,189,0,canonical-work,v1,101,משנה ידים,,traditional date,משנה,משנה / סדר טהרות
216,189,0,canonical-work,v1,102,משנה עוקצים,,traditional date,משנה,משנה / סדר טהרות
217,189,0,canonical-work,v2,40,משנה ברכות,,traditional date,משנה,משנה / סדר זרעים
218,189,0,canonical-work,v2,41,משנה פאה,,traditional date,משנה,משנה / סדר זרעים
219,189,0,canonical-work,v2,42,משנה דמאי,,traditional date,משנה,משנה / סדר זרעים
220,189,0,canonical-work,v2,43,משנה כלאים,,traditional date,משנה,משנה / סדר זרעים
221,189,0,canonical-work,v2,44,משנה שביעית,,traditional date,משנה,משנה / סדר זרעים
222,189,0,canonical-work,v2,45,משנה תרומות,,traditional date,משנה,משנה / סדר זרעים
223,189,0,canonical-work,v2,46,משנה מעשרות,,traditional date,משנה,משנה / סדר זרעים
224,189,0,canonical-work,v2,47,משנה מעשר שני,,traditional date,משנה,משנה / סדר זרעים
225,189,0,canonical-work,v2,48,משנה חלה,,traditional date,משנה,משנה / סדר זרעים
226,189,0,canonical-work,v2,49,משנה ערלה,,traditional date,משנה,משנה / סדר זרעים
227,189,0,canonical-work,v2,50,משנה ביכורים,,traditional date,משנה,משנה / סדר זרעים
228,189,0,canonical-work,v2,51,משנה שבת,,traditional date,משנה,משנה / סדר מועד
229,189,0,canonical-work,v2,52,משנה עירובין,,traditional date,משנה,משנה / סדר מועד
230,189,0,canonical-work,v2,53,משנה פסחים,,traditional date,משנה,משנה / סדר מועד
231,189,0,canonical-work,v2,54,משנה שקלים,,traditional date,משנה,משנה / סדר מועד
232,189,0,canonical-work,v2,55,משנה יומא,,traditional date,משנה,משנה / סדר מועד
233,189,0,canonical-work,v2,56,משנה סוכה,,traditional date,משנה,משנה / סדר מועד
234,189,0,canonical-work,v2,57,משנה ביצה,,traditional date,משנה,משנה / סדר מועד
235,189,0,canonical-work,v2,58,משנה ראש השנה,,traditional date,משנה,משנה / סדר מועד
236,189,0,canonical-work,v2,59,משנה תענית,,traditional date,משנה,משנה / סדר מועד
237,189,0,canonical-work,v2,60,משנה מגילה,,traditional date,משנה,משנה / סדר מועד
238,189,0,canonical-work,v2,61,משנה מועד קטן,,traditional date,משנה,משנה / סדר מועד
239,189,0,canonical-work,v2,62,משנה חגיגה,,traditional date,משנה,משנה / סדר מועד
240,189,0,canonical-work,v2,63,משנה יבמות,,traditional date,משנה,משנה / סדר נשים
241,189,0,canonical-work,v2,64,משנה כתובות,,traditional date,משנה,משנה / סדר נשים
242,189,0,canonical-work,v2,65,משנה נדרים,,traditional date,משנה,משנה / סדר נשים
243,189,0,canonical-work,v2,66,משנה נזיר,,traditional date,משנה,משנה / סדר נשים
244,189,0,canonical-work,v2,67,משנה סוטה,,traditional date,משנה,משנה / סדר נשים
245,189,0,canonical-work,v2,68,משנה גיטין,,traditional date,משנה,משנה / סדר נשים
246,189,0,canonical-work,v2,69,משנה קידושין,,traditional date,משנה,משנה / סדר נשים
247,189,0,canonical-work,v2,70,משנה בבא קמא,,traditional date,משנה,משנה / סדר נזיקין
248,189,0,canonical-work,v2,71,משנה בבא מציעא,,traditional date,משנה,משנה / סדר נזיקין
249,189,0,canonical-work,v2,72,משנה בבא בתרא,,traditional date,משנה,משנה / סדר נזיקין
250,189,0,canonical-work,v2,73,משנה סנהדרין,,traditional date,משנה,משנה / סדר נזיקין
251,189,0,canonical-work,v2,74,משנה מכות,,traditional date,משנה,משנה / סדר נזיקין
252,189,0,canonical-work,v2,75,משנה שבועות,,traditional date,משנה,משנה / סדר נזיקין
253,189,0,canonical-work,v2,76,משנה עדיות,,traditional date,משנה,משנה / סדר נזיקין
254,189,0,canonical-work,v2,77,משנה עבודה זרה,,traditional date,משנה,משנה / סדר נזיקין
255,189,0,canonical-work,v2,78,משנה אבות,,traditional date,משנה,משנה / סדר נזיקין
256,189,0,canonical-work,v2,79,משנה הוריות,,traditional date,משנה,משנה / סדר נזיקין
257,189,0,canonical-work,v2,80,משנה זבחים,,traditional date,משנה,משנה / סדר קדשים
