sortPosition,sortYear,precision,source,db,bookId,title,authorsField,matchedOn,rootCategory,categoryPath
2917,1340,0,author-year,v2,3939,אבודרהם,אבודרהם,אבודרהם,הלכה,הלכה / ראשונים
2918,1344,0,author-year,v1,2202,מלחמות השם,"רלב""ג","רלב""ג",מחשבת ישראל,מחשבת ישראל / ראשונים
2919,1344,0,author-year,v1,5788,"רלב""ג ביאור המלות על התורה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג ביאור המלות / תורה
2920,1344,0,author-year,v1,5794,"רלב""ג על דברי הימים ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2921,1344,0,author-year,v1,5795,"רלב""ג קהלת","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2922,1344,0,author-year,v1,5796,"רלב""ג על איוב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2923,1344,0,author-year,v1,5797,"רלב""ג על נחמיה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2924,1344,0,author-year,v1,5798,"רלב""ג על דברי הימים א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2925,1344,0,author-year,v1,5799,"רלב""ג רות","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2926,1344,0,author-year,v1,5800,"רלב""ג על משלי","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2927,1344,0,author-year,v1,5801,"רלב""ג על עזרא","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2928,1344,0,author-year,v1,5802,"רלב""ג אסתר","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2929,1344,0,author-year,v1,5803,"רלב""ג שיר השירים","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2930,1344,0,author-year,v1,5804,"רלב""ג על התורה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / תורה
2931,1344,0,author-year,v1,5805,"רלב""ג על שמואל ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2932,1344,0,author-year,v1,5806,"רלב""ג על מלכים א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2933,1344,0,author-year,v1,5807,"רלב""ג על יהושע","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2934,1344,0,author-year,v1,5808,"רלב""ג על שמואל א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2935,1344,0,author-year,v1,5809,"רלב""ג על מלכים ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2936,1344,0,author-year,v1,5810,"רלב""ג על שופטים","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2937,1344,0,author-year,v2,3149,מלחמות השם,"רלב""ג","רלב""ג",מחשבת ישראל,מחשבת ישראל / ראשונים
2938,1344,0,author-year,v2,3552,"רלב""ג ביאור המלות על התורה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג ביאור המלות / תורה
2939,1344,0,author-year,v2,3631,"רלב""ג על עזרא","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2940,1344,0,author-year,v2,3632,"רלב""ג שיר השירים","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2941,1344,0,author-year,v2,3633,"רלב""ג אסתר","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2942,1344,0,author-year,v2,3634,"רלב""ג על דברי הימים א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2943,1344,0,author-year,v2,3635,"רלב""ג על נחמיה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2944,1344,0,author-year,v2,3636,"רלב""ג רות","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2945,1344,0,author-year,v2,3637,"רלב""ג קהלת","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2946,1344,0,author-year,v2,3638,"רלב""ג על איוב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2947,1344,0,author-year,v2,3639,"רלב""ג על דברי הימים ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2948,1344,0,author-year,v2,3640,"רלב""ג על משלי","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / כתובים
2949,1344,0,author-year,v2,3641,"רלב""ג על יהושע","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2950,1344,0,author-year,v2,3642,"רלב""ג על שמואל א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2951,1344,0,author-year,v2,3643,"רלב""ג על שמואל ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2952,1344,0,author-year,v2,3644,"רלב""ג על מלכים ב","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2953,1344,0,author-year,v2,3645,"רלב""ג על מלכים א","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2954,1344,0,author-year,v2,3646,"רלב""ג על שופטים","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / נביאים
2955,1344,0,author-year,v2,3647,"רלב""ג על התורה","רלב""ג","רלב""ג",תנ״ך,תנ״ך / ראשונים / רלב״ג / תורה
2956,1345,0,author-year,v1,5782,גביע כסף,יוסף אבן כספי,יוסף אבן כספי,תנ״ך,תנ״ך / ראשונים
2957,1345,0,author-year,v2,3650,גביע כסף,יוסף אבן כספי,יוסף אבן כספי,תנ״ך,תנ״ך / ראשונים
2958,1349,0,author-year,v2,6429,שות זכרון יהודה,"יהודה בן הרא""ש","יהודה בן הרא""ש",שו״ת,שו״ת / ראשונים
2959,1350,0,author-year,v1,583,מנורת המאור,ישראל בן יוסף אלנאקוה,ישראל בן יוסף אלנאקוה,ספרי מוסר,ספרי מוסר / ראשונים
2960,1350,0,author-year,v1,5066,איסור והיתר לרבנו ירוחם,רבנו ירוחם,רבנו ירוחם,הלכה,הלכה / ראשונים
2961,1350,0,author-year,v2,3749,מנורת המאור,ישראל בן יוסף אלנאקוה,ישראל בן יוסף אלנאקוה,ספרי מוסר,ספרי מוסר / ראשונים
2962,1350,0,author-year,v2,3936,איסור והיתר לרבנו ירוחם,רבנו ירוחם,רבנו ירוחם,הלכה,הלכה / ראשונים
2963,1360,0,author-year,v1,3962,"מגיד משנה על משנה תורה, הלכות גירושין",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
2964,1360,0,author-year,v1,3963,"מגיד משנה על משנה תורה, הלכות יבום וחליצה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
2965,1360,0,author-year,v1,3964,"מגיד משנה על משנה תורה, הלכות אישות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
2966,1360,0,author-year,v1,3965,"מגיד משנה על משנה תורה, הלכות נחלות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2967,1360,0,author-year,v1,3966,"מגיד משנה על משנה תורה, הלכות שכירות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2968,1360,0,author-year,v1,3967,"מגיד משנה על משנה תורה, הלכות טוען ונטען",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2969,1360,0,author-year,v1,3968,"מגיד משנה על משנה תורה, הלכות מלווה ולווה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2970,1360,0,author-year,v1,3969,"מגיד משנה על משנה תורה, הלכות שאלה ופיקדון",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2971,1360,0,author-year,v1,3970,"מגיד משנה על משנה תורה, הלכות זכייה ומתנה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2972,1360,0,author-year,v1,3971,"מגיד משנה על משנה תורה, הלכות מכירה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2973,1360,0,author-year,v1,3972,"מגיד משנה על משנה תורה, הלכות שכנים",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2974,1360,0,author-year,v1,3973,"מגיד משנה על משנה תורה, הלכות שחיטה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2975,1360,0,author-year,v1,3974,"מגיד משנה על משנה תורה, הלכות איסורי ביאה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2976,1360,0,author-year,v1,3975,"מגיד משנה על משנה תורה, הלכות מאכלות אסורות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2977,1360,0,author-year,v1,3976,"מגיד משנה על משנה תורה, הלכות גניבה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
2978,1360,0,author-year,v1,3977,"מגיד משנה על משנה תורה, הלכות גזילה ואבידה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
2979,1360,0,author-year,v1,3978,"מגיד משנה על משנה תורה, הלכות נזקי ממון",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
2980,1360,0,author-year,v1,3979,"מגיד משנה על משנה תורה, הלכות חובל ומזיק",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
2981,1360,0,author-year,v1,3980,"מגיד משנה על משנה תורה, הלכות עירובין",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2982,1360,0,author-year,v1,3981,"מגיד משנה על משנה תורה, הלכות שביתת עשור",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2983,1360,0,author-year,v1,3982,"מגיד משנה על משנה תורה, הלכות שופר וסוכה ולולב",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2984,1360,0,author-year,v1,3983,"מגיד משנה על משנה תורה, הלכות שביתת יום טוב",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2985,1360,0,author-year,v1,3984,"מגיד משנה על משנה תורה, הלכות חמץ ומצה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2986,1360,0,author-year,v1,3985,"מגיד משנה על משנה תורה, הלכות מגילה וחנוכה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2987,1360,0,author-year,v1,3986,"מגיד משנה על משנה תורה, הלכות תעניות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2988,1360,0,author-year,v1,3987,"מגיד משנה על משנה תורה, הלכות שבת",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
2989,1360,0,author-year,v2,4309,"מגיד משנה על משנה תורה, הלכות זכייה ומתנה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2990,1360,0,author-year,v2,4310,"מגיד משנה על משנה תורה, הלכות מכירה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2991,1360,0,author-year,v2,4311,"מגיד משנה על משנה תורה, הלכות שכנים",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קניין
2992,1360,0,author-year,v2,4312,"מגיד משנה על משנה תורה, הלכות מאכלות אסורות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2993,1360,0,author-year,v2,4313,"מגיד משנה על משנה תורה, הלכות שחיטה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2994,1360,0,author-year,v2,4314,"מגיד משנה על משנה תורה, הלכות איסורי ביאה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר קדושה
2995,1360,0,author-year,v2,4315,"מגיד משנה על משנה תורה, הלכות מלווה ולווה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2996,1360,0,author-year,v2,4316,"מגיד משנה על משנה תורה, הלכות טוען ונטען",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2997,1360,0,author-year,v2,4317,"מגיד משנה על משנה תורה, הלכות נחלות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2998,1360,0,author-year,v2,4318,"מגיד משנה על משנה תורה, הלכות שאלה ופיקדון",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
2999,1360,0,author-year,v2,4319,"מגיד משנה על משנה תורה, הלכות שכירות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר משפטים
3000,1360,0,author-year,v2,4320,"מגיד משנה על משנה תורה, הלכות גירושין",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
3001,1360,0,author-year,v2,4321,"מגיד משנה על משנה תורה, הלכות אישות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
3002,1360,0,author-year,v2,4322,"מגיד משנה על משנה תורה, הלכות יבום וחליצה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נשים
3003,1360,0,author-year,v2,4323,"מגיד משנה על משנה תורה, הלכות חובל ומזיק",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
3004,1360,0,author-year,v2,4324,"מגיד משנה על משנה תורה, הלכות גזילה ואבידה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
3005,1360,0,author-year,v2,4325,"מגיד משנה על משנה תורה, הלכות גניבה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
3006,1360,0,author-year,v2,4326,"מגיד משנה על משנה תורה, הלכות נזקי ממון",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר נזיקין
3007,1360,0,author-year,v2,4327,"מגיד משנה על משנה תורה, הלכות חמץ ומצה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3008,1360,0,author-year,v2,4328,"מגיד משנה על משנה תורה, הלכות שופר וסוכה ולולב",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3009,1360,0,author-year,v2,4329,"מגיד משנה על משנה תורה, הלכות שביתת עשור",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3010,1360,0,author-year,v2,4330,"מגיד משנה על משנה תורה, הלכות מגילה וחנוכה",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3011,1360,0,author-year,v2,4331,"מגיד משנה על משנה תורה, הלכות שביתת יום טוב",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3012,1360,0,author-year,v2,4332,"מגיד משנה על משנה תורה, הלכות תעניות",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3013,1360,0,author-year,v2,4333,"מגיד משנה על משנה תורה, הלכות שבת",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3014,1360,0,author-year,v2,4334,"מגיד משנה על משנה תורה, הלכות עירובין",וידאל די טולושא,וידאל די טולושא,הלכה,הלכה / משנה תורה / מפרשים / מגיד משנה / ספר זמנים
3015,1362,0,author-year,v1,2195,נרבוני על מורה נבוכים,הנרבוני,הנרבוני,מחשבת ישראל,מחשבת ישראל / מורה נבוכים / מפרשים
3016,1362,0,author-year,v2,3145,נרבוני על מורה נבוכים,הנרבוני,הנרבוני,מחשבת ישראל,מחשבת ישראל / מורה נבוכים / מפרשים
3017,1370,0,author-year,v2,6884,מהרם חלאווה על פסחים,משה חלאווה,משה חלאווה,תלמוד בבלי,תלמוד בבלי / ראשונים
3018,1376,0,author-year,v1,1271,"ר""ן על נדרים","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / ר״ן / סדר נשים
3019,1376,0,author-year,v1,1511,"ר""ן על עבודה זרה","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3020,1376,0,author-year,v1,1512,"ר""ן על פסחים","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3021,1376,0,author-year,v1,1513,"ר""ן על תענית","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3022,1376,0,author-year,v1,1514,"ר""ן על ראש השנה","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3023,1376,0,author-year,v1,1515,"ר""ן על קידושין","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3024,1376,0,author-year,v1,1516,"ר""ן על ביצה","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3025,1376,0,author-year,v1,1517,"ר""ן על גיטין","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3026,1376,0,author-year,v1,1518,"ר""ן על כתובות","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3027,1376,0,author-year,v1,1519,"ר""ן על מגילה","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3028,1376,0,author-year,v1,1520,"ר""ן על סוכה","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3029,1376,0,author-year,v1,1521,"ר""ן על שבועות","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3030,1376,0,author-year,v1,1522,"ר""ן על יומא","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3031,1376,0,author-year,v1,1523,"ר""ן על שבת","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3032,1376,0,author-year,v1,1524,"ר""ן על חולין","ר""ן","ר""ן",תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3033,1376,0,author-year,v1,2209,"דרשות הר""ן","ר""ן","ר""ן",מחשבת ישראל,מחשבת ישראל / ראשונים
3034,1376,0,author-year,v1,5221,"שו""ת הר""ן","ר""ן","ר""ן",שו״ת,שו״ת / ראשונים
3035,1376,0,author-year,v2,1961,"ר""ן על נדרים","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר נשים
3036,1376,0,author-year,v2,2251,"ר""ן על מגילה","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3037,1376,0,author-year,v2,2252,"ר""ן על ראש השנה","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3038,1376,0,author-year,v2,2253,"ר""ן על ביצה","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3039,1376,0,author-year,v2,2254,"ר""ן על גיטין","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3040,1376,0,author-year,v2,2255,"ר""ן על חולין","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3041,1376,0,author-year,v2,2256,"ר""ן על פסחים","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3042,1376,0,author-year,v2,2257,"ר""ן על קידושין","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3043,1376,0,author-year,v2,2258,"ר""ן על שבת","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3044,1376,0,author-year,v2,2259,"ר""ן על סוכה","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3045,1376,0,author-year,v2,2260,"ר""ן על כתובות","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3046,1376,0,author-year,v2,2261,"ר""ן על יומא","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3047,1376,0,author-year,v2,2262,"ר""ן על תענית","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3048,1376,0,author-year,v2,2263,"ר""ן על שבועות","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3049,1376,0,author-year,v2,2264,"ר""ן על עבודה זרה","ר""ן","ר""ן",תלמוד בבלי,תלמוד בבלי / ראשונים / רי״ף / מפרשים / ר״ן
3050,1376,0,author-year,v2,3152,"דרשות הר""ן","ר""ן","ר""ן",מחשבת ישראל,מחשבת ישראל / ראשונים
3051,1376,0,author-year,v2,5742,"שו""ת הר""ן","ר""ן","ר""ן",שו״ת,שו״ת / ראשונים
3052,1376,0,author-year,v2,6897,חידושי הרן (מיוחס לו) על שבת,נסים בן ראובן גירונדי,נסים בן ראובן גירונדי,תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר מועד
3053,1376,0,author-year,v2,6898,חידושי הרן על מגילה,נסים בן ראובן גירונדי,נסים בן ראובן גירונדי,תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר מועד
3054,1376,0,author-year,v2,6899,חידושי הרן על ראש השנה,נסים בן ראובן גירונדי,נסים בן ראובן גירונדי,תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר מועד
3055,1376,0,author-year,v2,6901,חידושי הרן על בבא מציעא,נסים בן ראובן גירונדי,נסים בן ראובן גירונדי,תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר נזיקין
3056,1376,0,author-year,v2,6902,חידושי הרן על עבודה זרה,נסים בן ראובן גירונדי,נסים בן ראובן גירונדי,תלמוד בבלי,תלמוד בבלי / ראשונים / ר״ן / סדר נזיקין
3057,1400,0,author-year,v1,2194,קרשקש על מורה נבוכים,אשר בן אברהם קרשקש,אשר בן אברהם קרשקש,מחשבת ישראל,מחשבת ישראל / מורה נבוכים / מפרשים
3058,1400,0,author-year,v2,3144,קרשקש על מורה נבוכים,אשר בן אברהם קרשקש,אשר בן אברהם קרשקש,מחשבת ישראל,מחשבת ישראל / מורה נבוכים / מפרשים
3059,1408,0,author-year,v1,5210,"תשובות הריב""ש",יצחק בר שֵׁשֶׁת,יצחק בר שֵׁשֶׁת,שו״ת,שו״ת / ראשונים
3060,1408,0,author-year,v2,5739,"תשובות הריב""ש",יצחק בר שֵׁשֶׁת,יצחק בר שֵׁשֶׁת,שו״ת,שו״ת / ראשונים
3061,1410,0,author-year,v1,2210,אור ה',חסדאי בן אברהם קרשקש,חסדאי בן אברהם קרשקש,מחשבת ישראל,מחשבת ישראל / ראשונים
3062,1410,0,author-year,v2,3158,אור ה,חסדאי בן אברהם קרשקש,חסדאי בן אברהם קרשקש,מחשבת ישראל,מחשבת ישראל / ראשונים
3063,1420,0,author-year,v1,1624,נימוקי יוסף על סנהדרין,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3064,1420,0,author-year,v1,1625,נימוקי יוסף על בבא קמא,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3065,1420,0,author-year,v1,1626,נימוקי יוסף על בבא בתרא,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3066,1420,0,author-year,v1,1627,נימוקי יוסף על יבמות,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3067,1420,0,author-year,v1,1628,נימוקי יוסף על בבא מציעא,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3068,1420,0,author-year,v1,1629,נימוקי יוסף על נדרים,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3069,1420,0,author-year,v1,1630,נימוקי יוסף על מנחות,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3070,1420,0,author-year,v1,1631,נימוקי יוסף על מועד קטן,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
3071,1420,0,author-year,v1,1632,נימוקי יוסף על מכות,יוסף חביבא,יוסף חביבא,תלמוד,תלמוד / בבלי / ראשונים / רי״ף / מפרשים / נימוקי יוסף
